"chr","pos","Name","regression_coef"
"chr2",102731407,"cg00790071",-0.25181
"chr14",51117870,"cg08288827",0.25167
"chr11",60718568,"cg14130459",0.25152
"chr2",45160093,"cg23325963",0.25116
"chr1",10056853,"cg20413202",-0.25073
"chr4",57686587,"cg03540917",0.25053
"chr13",73599629,"cg21423504",0.25034
"chr19",24343509,"cg03204220",0.25031
"chr5",154265167,"cg12213763",-0.25022
"chr4",79535015,"cg12994167",0.25017
"chrX",107551125,"cg02033305",-0.25009
"chr16",82229589,"cg03471373",-0.25003
"chr20",44521483,"cg03130056",0.24985
"chr20",31823545,"cg11846968",0.24984
"chr22",47515249,"cg01008267",-0.24971
"chr9",37951928,"cg26830401",0.24967
"chr19",10862100,"cg18626635",0.24952
"chr2",74727000,"cg15689410",-0.24951
"chr1",179997704,"cg26251202",0.24928
"chr15",66947617,"cg05406088",-0.24924
"chr15",89168443,"cg07228473",-0.24916
"chr2",173916484,"cg17008497",-0.24862
"chr20",14194834,"cg19940625",0.24844
"chr10",111971924,"cg03800838",-0.24843
"chr5",33162283,"cg14502625",0.2484
"chr6",91195524,"cg00734927",0.2478
"chr6",12749978,"cg13246235",-0.24772
"chr22",44845382,"cg14438265",-0.24772
"chr16",14107433,"cg04232282",-0.24761
"chr3",50217543,"cg25229252",-0.24758
"chr1",236311362,"cg15164272",-0.2475
"chr6",143545797,"cg24343508",-0.24737
"chr11",73999431,"cg21963544",0.24718
"chr1",167520923,"cg09088596",0.24706
"chr4",184705523,"cg09068039",-0.24672
"chr12",105630771,"cg16453673",-0.2467
"chr1",56986090,"cg12940618",-0.24664
"chr3",10857456,"cg09395732",-0.24663
"chrX",149205434,"cg21887893",-0.2463
"chr2",103041921,"cg07415266",0.2462
"chr22",37309658,"cg16232674",0.24598
"chr19",15321308,"cg23225345",-0.24571
"chr11",60754076,"cg15298831",0.24512
"chr19",51893935,"cg24790158",0.24484
"chr4",41158671,"cg18366597",0.24473
"chr2",106484774,"cg21709126",0.24472
"chr17",64733766,"cg11076280",0.24442
"chr6",158895957,"cg07732583",0.24442
"chr15",43594800,"cg01505676",0.2444
"chrX",10210332,"cg00465090",0.24435
"chr1",223876664,"cg16390835",-0.24423
"chr8",143701624,"cg19228230",-0.24412
"chr6",43868964,"cg02272576",0.24364
"chr2",223291007,"cg14280181",0.24356
"chr2",9754874,"cg00481035",-0.24354
"chr11",66532827,"cg04049542",-0.24325
"chr12",52652590,"cg18708986",-0.24285
"chr6",149818181,"cg24635084",-0.24251
"chr10",101542983,"cg17044311",0.24225
"chr16",53127703,"cg09507718",0.24218
"chr20",49526390,"cg03673649",-0.24208
"chr14",68776117,"cg11974136",0.24122
"chr10",61043529,"cg07899896",0.24122
"chr3",16469032,"cg04044935",-0.24115
"chr8",11272781,"cg04784867",-0.24115
"chr4",56760216,"cg11037025",0.24108
"chr4",39447968,"cg27024271",0.24094
"chr16",75303457,"cg13914841",0.24084
"chr6",28175984,"cg03111404",-0.24027
"chr10",125648785,"cg13633305",-0.24023
"chr6",5672954,"cg17611046",-0.24
"chr20",5751783,"cg23516868",0.23985
"chr8",131654832,"cg06810766",-0.23978
"chr17",39695416,"cg10582240",-0.23977
"chr4",4349499,"cg23371434",0.23975
"chr1",191857246,"cg05597539",0.23958
"chr6",3848863,"cg26211800",0.23952
"chr1",204064146,"cg11128862",-0.23938
"chr11",129150579,"cg12670295",0.23932
"chr1",165640891,"cg20576638",-0.23924
"chr9",35054400,"cg01401370",0.23922
"chr11",71910446,"cg24098530",-0.23894
"chr4",54062757,"cg26106055",0.23863
"chr2",11775827,"cg10970045",-0.23841
"chr6",16699516,"cg16509430",-0.23834
"chr3",147128157,"cg05371578",0.23826
"chr1",179895327,"cg20642178",-0.23776
"chr6",74652441,"cg09278821",0.23743
"chr17",30923877,"cg20819895",0.23735
"chr12",122442301,"cg05861499",-0.23711
"chr5",65894842,"cg05961632",-0.23688
"chr4",124084798,"cg11601463",0.23673
"chr6",107003758,"cg13427760",-0.23662
"chr16",53454035,"cg12814081",0.23657
"chr4",79700688,"cg23811811",0.23649
"chr17",1961286,"cg24173182",0.23648
"chr20",38955594,"cg17275109",0.2364
"chr14",95234015,"cg10236245",0.23616
"chr1",1566687,"cg08231710",0.23558
"chr22",31523757,"cg06278025",0.23549
"chr12",19350090,"cg04061752",0.23544
"chr6",2382649,"cg04098263",-0.23543
"chr13",41931181,"cg07725527",-0.23527
"chr2",10472214,"cg15773312",0.2349
"chr10",88691926,"cg27551625",0.23483
"chr6",17843786,"cg19859756",-0.23478
"chr16",69872200,"cg22583953",-0.23476
"chr1",114414408,"cg00041401",-0.23456
"chr7",127877086,"cg00011113",0.23425
"chr2",71439581,"cg25502475",-0.2342
"chr4",2789378,"cg16220180",-0.23416
"chr7",27198896,"cg01936839",-0.23394
"chr1",10056837,"cg10796749",-0.23388
"chr2",172945328,"cg14996143",0.23355
"chr1",20423615,"cg11423060",-0.23351
"chr1",238648845,"cg16662846",0.23328
"chr14",22928550,"cg03220091",0.2329
"chr8",90741449,"cg12654620",0.23289
"chr1",168172751,"cg23385697",0.23279
"chr11",123984775,"cg21689902",0.23269
"chr8",61821400,"cg04173396",0.23243
"chr19",58716135,"cg03099728",-0.23238
"chr4",6760562,"cg03282400",-0.23232
"chr9",16386389,"cg09000303",-0.23223
"chr3",187010094,"cg03760101",-0.23192
"chr10",102588315,"cg16574134",-0.23183
"chr3",184091396,"cg26734250",0.23171
"chr11",62166156,"cg02215242",0.23158
"chr3",106926227,"cg09213389",-0.23145
"chr17",38129884,"cg21230266",-0.23121
"chr1",152741627,"cg23380974",-0.231
"chr5",132740585,"cg01253327",0.23097
"chr5",179723634,"cg06570125",0.23077
"chr16",84844354,"cg25139033",0.23063
"chr5",134363973,"cg07274716",0.2306
"chr11",6237946,"cg01024124",-0.23055
"chr11",33036270,"cg00959864",0.23053
"chr2",127923058,"cg15555990",0.23053
"chr2",237897606,"cg21195450",-0.23047
"chr12",54779077,"cg09676376",-0.23034
"chr16",56155276,"cg14974216",-0.23033
"chr17",53361058,"cg16108016",-0.23029
"chr16",74489790,"cg25668052",-0.23025
"chr14",62182282,"cg13745129",0.22989
"chr3",10240546,"cg14433987",0.22988
"chr19",1896724,"cg03383670",0.2297
"chr8",96142671,"cg07556057",0.22964
"chr22",19701108,"cg07044140",0.22961
"chr13",47578623,"cg27550920",0.22956
"chr5",157425363,"cg16727158",-0.22915
"chr2",1817409,"cg06201514",-0.22911
"chr19",59092612,"cg21042248",0.22906
"chr17",35791094,"cg14224214",-0.22897
"chr6",2871823,"cg11553116",0.2287
"chr2",68692448,"cg02209843",-0.22855
"chr10",106093694,"cg11276172",-0.22837
"chr13",99436933,"cg03332292",0.22823
"chr21",39649958,"cg19453003",-0.22809
"chr1",202210983,"cg03566881",-0.228
"chr4",119932342,"cg01812327",0.22795
"chr9",130675236,"cg13381521",0.22794
"chr3",48458460,"cg07650163",-0.22755
"chr11",63982675,"cg18566095",0.22749
"chr21",42752731,"cg25420948",-0.2273
"chr1",10438709,"cg17000067",-0.22722
"chr5",149614614,"cg03132203",-0.22719
"chrX",22079743,"cg05306977",0.22709
"chr5",74561919,"cg08329351",0.22694
"chr5",35136765,"cg02140822",-0.22682
"chr1",45821490,"cg00343666",-0.22679
"chr16",89761424,"cg05584919",0.22674
"chr4",140728329,"cg04350530",-0.22663
"chr14",93567129,"cg13068104",0.22616
"chr7",134853876,"cg07221576",0.22575
"chr5",33997223,"cg26893816",0.22561
"chr2",102577876,"cg10667895",-0.22552
"chr19",6710827,"cg18771553",-0.22551
"chr2",220035558,"cg13939973",0.22551
"chr15",22923741,"cg11403739",0.22541
"chr22",47426993,"cg09718426",-0.2254
"chr9",38622559,"cg21189438",0.22538
"chr8",42058231,"cg02800301",-0.22506
"chr5",140254909,"cg14557699",-0.22498
"chr22",23648762,"cg03278072",0.22475
"chr12",4349715,"cg06108945",-0.22453
"chr1",162381929,"cg27003165",0.22448
"chr11",114025223,"cg14388315",-0.22435
"chr1",220511208,"cg18404963",0.22416
"chr5",73934842,"cg01303236",-0.22402
"chr7",46736542,"cg21729334",0.22375
"chr5",140753531,"cg06757585",-0.22352
"chr1",17865653,"cg10115348",-0.22333
"chr11",19298668,"cg25019274",0.22327
"chr12",53610295,"cg22423620",-0.2232
"chr4",5661997,"cg07053641",-0.22316
"chr5",153655976,"cg19585849",0.22306
"chr9",35537849,"cg12629001",0.22276
"chr12",94558736,"cg26141856",-0.2227
"chr1",116460865,"cg27346686",0.22265
"chr4",26784104,"cg26116166",0.22263
"chr8",19540576,"cg11505841",-0.22237
"chr11",94307552,"cg25935979",0.22233
"chr19",47685890,"cg23651386",-0.22218
"chr8",120212854,"cg04434055",0.22208
"chr2",40330433,"cg07792387",0.22195
"chr5",9402292,"cg13974436",-0.22192
"chrX",129963703,"cg24811006",0.22191
"chr6",80023191,"cg17715419",-0.22184
"chr15",91404667,"cg13716506",0.22163
"chr1",42143248,"cg11859815",-0.22153
"chr8",120058222,"cg01810186",0.22147
"chr1",12293395,"cg27172378",0.22117
"chr9",134302181,"cg24116351",0.22116
"chr20",33887005,"cg00551341",0.22097
"chr8",143281845,"cg12424164",0.22087
"chr20",23113228,"cg19526751",-0.22068
"chr6",52476824,"cg11545320",-0.22042
"chr22",39838918,"cg04724133",0.22019
"chr8",21433948,"cg21207559",-0.22017
"chr15",93467762,"cg04909314",-0.22012
"chr6",53728158,"cg19124612",0.22011
"chr1",15410360,"cg13803488",-0.22006
"chr3",19009679,"cg20593700",0.22
"chr13",111659566,"cg10170763",0.21983
"chr8",26469274,"cg27048597",-0.21968
"chr1",95127467,"cg03319865",-0.21949
"chr19",19062585,"cg24393424",-0.21908
"chr12",94132881,"cg14229001",0.21908
"chr2",47420454,"cg22234738",-0.21877
"chr1",208020719,"cg20582529",-0.21873
"chr1",20905547,"cg06480660",0.21868
"chr12",850122,"cg18307705",0.21863
"chr8",30145531,"cg04910077",-0.2186
"chr2",62642375,"cg24629025",0.21857
"chr2",102772036,"cg22755445",0.21856
"chr5",16738125,"cg15954031",0.21852
"chr7",55516872,"cg03014829",0.21851
"chr8",134498575,"cg01024504",0.2185
"chr12",10320507,"cg05008701",-0.21849
"chr11",62574338,"cg25505880",-0.2184
"chr9",112215233,"cg17989867",0.21831
"chr10",102586254,"cg07046369",-0.21793
"chr19",15625929,"cg08520349",-0.21785
"chr2",134898400,"cg22976419",-0.2178
"chr12",19599161,"cg01348756",-0.21777
"chr12",67670688,"cg11902557",0.21742
"chr2",208176244,"cg05639088",-0.21737
"chr16",84885230,"cg00263677",-0.21733
"chr11",127912278,"cg00059937",-0.21716
"chr4",76436263,"cg09272879",-0.2169
"chr1",111743200,"cg19269039",-0.21685
"chr7",26403802,"cg12965553",0.2168
"chr4",70625303,"cg23974271",-0.21625
"chr1",153545915,"cg02988788",0.21622
"chr5",140563400,"cg26569309",-0.21612
"chr2",171573419,"cg24772753",0.21602
"chr8",141529015,"cg19260263",-0.21601
"chr10",133742464,"cg04323925",0.2159
"chr20",19233918,"cg03045011",0.21574
"chr2",68618350,"cg13388635",-0.21566
"chr1",115293662,"cg03050884",0.21564
"chr8",38832335,"cg04771100",-0.21554
"chr20",16456242,"cg19090398",-0.21551
"chr1",67600835,"cg03340356",-0.21549
"chr19",41152430,"cg06285655",-0.21548
"chr7",4652671,"cg16714154",-0.21547
"chr12",9486542,"cg27272210",-0.21526
"chr2",207347170,"cg17634927",-0.2152
"chr14",23245613,"cg18224348",-0.21502
"chr6",143386398,"cg00034338",-0.21497
"chr21",40569193,"cg01365531",0.21496
"chr13",50772687,"cg01218012",-0.21493
"chr10",104479373,"cg07544899",-0.21487
"chr20",25522499,"cg01968850",-0.21464
"chr14",89951777,"cg19804470",-0.21453
"chr2",28584004,"cg07670251",-0.21453
"chr5",140552369,"cg03780733",0.21453
"chr16",12968251,"cg09756671",0.21451
"chr18",9782637,"cg08986203",-0.2145
"chr12",26426232,"cg10931366",0.21446
"chr11",64504642,"cg03744604",-0.21431
"chr2",25097091,"cg15020926",0.21428
"chr9",100199930,"cg04295786",-0.21416
"chr6",100896803,"cg01978237",0.21411
"chr7",112064031,"cg20891917",-0.21407
"chr15",51850888,"cg02664515",-0.21407
"chr4",8249430,"cg25840318",-0.21405
"chr5",140479785,"cg13348653",-0.21385
"chr2",20280676,"cg08021348",0.21375
"chr6",79199705,"cg04121562",-0.21348
"chr6",32407838,"cg19248557",-0.21348
"chr22",36393760,"cg20376432",0.21345
"chr4",73430160,"cg07974833",0.21344
"chr6",149320810,"cg21223135",-0.21342
"chr11",3147872,"cg17310897",0.21312
"chr8",61803932,"cg27164813",-0.21309
"chr15",75192170,"cg02476987",-0.2129
"chr22",50753068,"cg20435485",-0.21285
"chr3",193332411,"cg22932012",0.2128
"chr1",109439213,"cg22226592",0.2128
"chr3",152121157,"cg25342059",-0.2128
"chr17",49295249,"cg25670376",0.2127
"chr6",106041074,"cg23316191",0.21246
"chr1",21416170,"cg08752986",-0.2123
"chr3",177334411,"cg06321447",0.21228
"chr1",87595276,"cg23492309",-0.21206
"chr17",44124560,"cg23519755",-0.21203
"chr9",137669736,"cg07553758",0.21201
"chr20",11946703,"cg17803840",0.21191
"chr5",73939283,"cg23361127",-0.21189
"chr18",501513,"cg21067023",0.21177
"chr11",43709197,"cg10784983",-0.21171
"chr2",99439533,"cg19043574",0.21157
"chr5",115919710,"cg24095540",0.21157
"chr5",140207488,"cg09820378",0.21157
"chr17",79882042,"cg07824483",-0.21152
"chr14",95998494,"cg20162239",-0.2114
"chr11",26355628,"cg23772122",-0.21121
"chr10",97200987,"cg25421530",0.21101
"chr4",185317998,"cg13781761",0.21095
"chr18",42576430,"cg12249572",0.21076
"chr2",2702574,"cg05920553",0.21075
"chr4",111009988,"cg15913312",0.2102
"chr17",71396229,"cg26463969",0.20972
"chr2",196661201,"cg03865834",-0.20972
"chr20",51678859,"cg11527946",0.20969
"chr15",71554492,"cg03832737",-0.20957
"chrX",148714613,"cg07053481",0.20927
"chr3",193137114,"cg13920491",-0.20926
"chr7",41046414,"cg21769463",-0.20909
"chr7",96133088,"cg14013377",0.2089
"chr22",46276678,"cg23858410",0.2088
"chr6",6894084,"cg25676166",0.20857
"chr3",184038723,"cg19251857",-0.20857
"chr11",34191472,"cg17474383",0.20849
"chr1",9744265,"cg16417977",-0.20841
"chr11",103930844,"cg02175321",-0.20838
"chr12",30354611,"cg06634914",0.20827
"chr8",129254685,"cg00102042",0.20801
"chr16",46944903,"cg12573221",0.20795
"chr7",76056555,"cg01356147",0.20768
"chr2",13665284,"cg18695152",0.20761
"chr1",232607133,"cg21500104",0.20744
"chr18",46369106,"cg02736583",-0.20738
"chr17",30675814,"cg15005345",0.20733
"chr1",5708649,"cg13989614",0.20723
"chr2",69201798,"cg20475718",-0.20721
"chr13",45947466,"cg26941178",0.20706
"chr9",80531586,"cg10227617",0.20706
"chr1",204109612,"cg15473860",0.20704
"chr6",113913951,"cg20549659",0.20691
"chr13",61603123,"cg13536100",0.20675
"chr9",139434133,"cg00151661",-0.20667
"chr2",202022618,"cg16040230",-0.20662
"chr6",158013516,"cg10990324",0.20654
"chr1",156258991,"cg11734019",-0.20639
"chr1",221130763,"cg25956820",0.20619
"chr8",26325274,"cg12209958",0.20609
"chr20",46338238,"cg09404571",0.20604
"chr16",10777077,"cg21764456",-0.20604
"chr2",149039973,"cg05841636",-0.20602
"chr12",94468759,"cg06934038",-0.20595
"chr1",8343271,"cg13089904",-0.20583
"chr1",17528238,"cg19414383",0.20581
"chr1",1565541,"cg00297832",0.2057
"chr18",52284049,"cg18871437",0.2056
"chr10",28035894,"cg07964848",-0.2056
"chr2",20795912,"cg10149296",0.2055
"chr19",21264896,"cg01483656",0.2054
"chr17",76291008,"cg04097923",-0.20498
"chr3",142663294,"cg01228271",-0.20492
"chr5",122614190,"cg16588056",-0.20482
"chr2",43267816,"cg21241410",-0.20477
"chr15",71099856,"cg01381839",0.20462
"chr1",1367306,"cg19071098",0.20459
"chr2",242702749,"cg19040077",0.20454
"chr10",5571190,"cg23830100",-0.20393
"chr4",48982066,"cg13177923",0.20385
"chr21",45199094,"cg09468832",-0.20362
"chr18",45428160,"cg27630863",-0.2036
"chr1",198174503,"cg19312427",-0.20356
"chr6",21768316,"cg06565379",0.20343
"chr2",160644906,"cg20240944",0.20338
"chr7",104604511,"cg25968394",-0.20325
"chr4",41540115,"cg22204103",-0.20324
"chr4",108749432,"cg04297507",-0.2032
"chr8",144885540,"cg08214693",-0.20304
"chr17",36718549,"cg20090283",-0.20301
"chr15",31565441,"cg10630419",0.20274
"chr14",94864204,"cg19109461",-0.20272
"chr13",66713559,"cg22311344",-0.20253
"chr6",117488887,"cg19640553",-0.20241
"chr8",38832267,"cg27258399",-0.20235
"chr6",90998241,"cg16571137",-0.20217
"chr20",1889974,"cg09817951",-0.20161
"chr7",19150047,"cg21196849",0.20158
"chr19",58715677,"cg19416570",-0.20151
"chr9",128352592,"cg07826657",0.20145
"chr4",39653627,"cg02014762",0.20136
"chr11",48072560,"cg02133150",0.20134
"chr1",147193969,"cg04315688",-0.20129
"chr12",52652462,"cg15074033",0.20127
"chr1",33191557,"cg07949895",0.20117
"chr2",239438342,"cg02419849",-0.2011
"chr1",91182777,"cg18322569",-0.20098
"chr5",10595660,"cg04304338",0.20096
"chr8",17933360,"cg01110935",0.20092
"chr5",77845045,"cg08672140",0.20082
"chr15",66584299,"cg13384501",0.2007
"chr3",137867590,"cg16516171",-0.20062
"chr4",15684672,"cg04408998",0.20042
"chr17",57500591,"cg06391558",-0.20039
"chr11",78884803,"cg25198661",0.20033
"chr6",167635072,"cg24463509",0.20024
"chr1",97026071,"cg15512289",0.20015
"chr20",48892664,"cg21413109",0.20011
"chr8",128755294,"cg11610703",-0.20007
"chr12",109635436,"cg19656469",0.19984
"chr2",113015451,"cg02341139",-0.19981
"chr17",76170799,"cg20740903",-0.19957
"chr20",39312462,"cg26585091",0.19949
"chr3",193721980,"cg00166981",-0.19919
"chr20",2202770,"cg14214937",-0.19918
"chr6",149772150,"cg17478979",-0.19905
"chr7",1121738,"cg23519637",-0.19896
"chr11",17005117,"cg17009679",0.19884
"chr4",170897498,"cg03116035",-0.19868
"chr3",16875644,"cg27609378",0.19866
"chr13",103940723,"cg12299931",-0.19856
"chr8",70982039,"cg07860213",0.19844
"chr12",95800378,"cg02336864",-0.19826
"chr18",77193581,"cg12524531",-0.19816
"chr2",149643009,"cg12546474",0.19809
"chr1",227748712,"cg14789818",0.19796
"chr15",44021199,"cg22625773",0.1979
"chr19",35970213,"cg02120497",0.19782
"chr8",2034367,"cg07248162",0.19759
"chr1",171179875,"cg05822335",-0.19752
"chr3",168794896,"cg23976846",0.1975
"chr7",107581077,"cg05433426",0.19745
"chr6",148127618,"cg17021057",-0.19745
"chr9",91976972,"cg13676816",0.19738
"chr16",11677135,"cg22716084",-0.19736
"chr11",8863655,"cg21860097",-0.19733
"chr19",39348339,"cg03518311",-0.19726
"chr17",26961786,"cg04933325",-0.1972
"chr2",219187374,"cg22712983",-0.19719
"chr5",140579470,"cg05852276",0.19713
"chr7",128692716,"cg02193925",0.19711
"chr16",1814418,"cg00422714",-0.19708
"chr1",214601486,"cg13033202",-0.1969
"chr17",55884705,"cg24366797",0.19681
"chr4",79231477,"cg16289848",0.19681
"chr5",140501277,"cg27173275",0.19669
"chr1",220658628,"cg26580128",-0.19661
"chr11",35158283,"cg14045860",-0.19661
"chr16",70734236,"cg10563063",0.19656
"chr16",78913085,"cg03660162",0.19634
"chr2",161189122,"cg25120849",0.19614
"chr11",75482823,"cg05488465",-0.19603
"chr4",108749402,"cg08028335",-0.19594
"chr12",19389751,"cg25720264",0.19591
"chr1",1483130,"cg07381470",0.19578
"chr5",179461659,"cg24308079",0.19541
"chr6",34563243,"cg10519906",-0.19521
"chr19",8033897,"cg11763417",0.19508
"chr10",114847512,"cg17535559",0.19495
"chr17",75114818,"cg14519320",-0.19494
"chr17",66283994,"cg23406407",0.19476
"chr1",1050210,"cg27302190",0.19472
"chr18",6835382,"cg00402547",-0.19463
"chrX",73438372,"cg07195705",0.19456
"chr17",70609699,"cg01379344",-0.19456
"chr3",95911909,"cg04140556",-0.19446
"chr9",114800463,"cg06624369",0.19446
"chr2",23879459,"cg04725836",0.19426
"chr11",119478717,"cg21061317",0.19414
"chr11",129569608,"cg14649096",0.19407
"chr16",290115,"cg01959774",0.19398
"chr5",67520858,"cg08695652",0.19396
"chr3",36919948,"cg00867816",-0.1939
"chr1",94186556,"cg22599254",0.19377
"chr1",216779666,"cg21860785",-0.19364
"chr5",64254106,"cg06424232",-0.19363
"chr8",48435032,"cg02062355",-0.19318
"chr14",65230287,"cg13688202",-0.1931
"chr12",50336664,"cg27014598",0.19308
"chr7",139002942,"cg27112429",-0.19306
"chr14",95717116,"cg22116640",0.19287
"chr2",65460005,"cg04617267",-0.1928
"chr1",162826115,"cg04851348",-0.19275
"chr2",224751989,"cg23363263",-0.19267
"chr10",116585424,"cg18325866",0.19261
"chr19",22804394,"cg10197964",0.1924
"chr14",24780716,"cg25448523",0.19207
"chr10",79586063,"cg12092181",0.19201
"chr6",6885899,"cg21384961",-0.19197
"chr6",53678184,"cg25637360",0.19196
"chr14",94297422,"cg17052599",-0.1919
"chr2",26401598,"cg04902443",0.19185
"chr1",205905200,"cg15063808",-0.19184
"chr6",7427274,"cg02162745",-0.19178
"chr1",156261351,"cg08469215",-0.19171
"chr11",12833710,"cg15573664",0.19167
"chr10",79743700,"cg02586876",-0.19159
"chr10",27947957,"cg07275437",-0.19156
"chr16",16048745,"cg21785712",0.19085
"chr7",135366309,"cg23063666",-0.19079
"chr20",33509576,"cg09632011",-0.19075
"chr14",105779952,"cg16162970",-0.19062
"chr11",13011918,"cg03310127",0.1906
"chr5",148440287,"cg21299980",0.19051
"chr19",58869424,"cg11278260",0.19041
"chr9",117003237,"cg17623923",-0.1902
"chr14",99729088,"cg14841828",-0.19017
"chr8",59507393,"cg13763047",-0.19011
"chr2",181588632,"cg10666167",0.19002
"chr13",36662493,"cg27466619",0.18996
"chr2",11636201,"cg09759637",-0.18981
"chr9",109645569,"cg17246436",0.18979
"chr12",100532162,"cg02927448",0.18976
"chr2",46453098,"cg05537706",-0.18956
"chr10",70727216,"cg02734172",0.18956
"chr14",24562064,"cg10264529",-0.18944
"chr2",240147161,"cg11097064",-0.18935
"chr5",58652602,"cg26485878",0.18931
"chr11",627175,"cg25774643",0.18925
"chr17",50374797,"cg21473282",-0.18915
"chr8",141552312,"cg12156363",0.18914
"chr10",34915830,"cg20120614",-0.18913
"chr13",43155081,"cg06572103",0.18911
"chr22",38909190,"cg07644696",0.18907
